1480059127	45074	222807	89282
1480059137	45198	223165	89514
1480059147	45352	223686	89777
1480059157	45474	223809	89991
1480059167	45609	224270	90094
1480059177	45618	224689	90182
1480059187	45686	225228	90434
1480059197	45817	225823	90660
1480059207	45869	226223	90823
1480059217	45917	226760	90965
1480059227	46022	227286	91086
1480059237	46062	227686	91305
1480059247	46188	228275	91443
1480059257	46263	228540	91597
1480059267	46418	229015	91811
1480059277	46495	229334	91897
1480059287	46495	229778	91944
1480059297	46595	230354	92103
1480059307	46635	230825	92290
1480059317	46730	231413	92500
1480059327	46837	231821	92689
1480059337	46940	232259	92866
1480059347	47083	232716	93019
1480059357	47169	233180	93182
1480059367	47319	233484	93431
1480059377	47365	233755	93552
1480059387	47443	234286	93634
1480059397	47498	234672	93722
1480059407	47622	235265	93842
1480059417	47767	235721	94020
1480059427	47872	236208	94257
1480059437	48004	236722	94522
1480059447	48106	237267	94721
1480059458	48258	237723	94951
1480059467	48373	238188	95137
1480059477	48455	238663	95301
1480059488	48497	238791	95404
1480059497	48533	239148	95554
1480059507	48597	239616	95727
1480059517	48723	240145	95961
1480059527	48767	240660	96187
1480059537	48893	241072	96421
1480059548	48995	241491	96692
1480059557	49070	241992	96916
1480059567	49204	242575	97167
1480059577	49309	242755	97339
1480059587	49396	243466	97567
1480059598	49473	243555	97648
1480059607	49584	243940	97875
1480059617	49644	244314	97982
1480059627	49722	244809	98251
1480059637	49805	245371	98410
1480059647	49911	245814	98649
1480059657	50022	246326	98848
1480059667	50129	246857	99093
1480059677	50250	247397	99334
1480059688	50337	247654	99484
1480059697	50381	247993	99582
1480059708	50464	248385	99781
1480059717	50484	248746	99906
1480059727	50634	249233	100094
1480059737	50728	249805	100263
1480059747	50802	250369	100397
1480059757	50941	250823	100627
1480059767	51014	251280	100801
1480059777	51139	251854	100964
1480059787	51261	252364	101216
1480059797	51383	252846	101471
1480059807	51499	253043	101657
1480059818	51580	253348	101770
1480059828	51599	253843	101913
1480059837	51671	254360	102071
1480059847	51829	254816	102260
1480059857	51979	255365	102478
1480059867	52081	255903	102702
1480059877	52184	256329	102976
1480059888	52300	256871	103122
1480059898	52459	257276	103242
1480059908	52555	257678	103439
1480059918	52618	257872	103631
1480059929	52743	258377	103800
1480059938	52743	258620	103810
1480059948	52797	259087	103945
1480059958	52878	259650	104094
1480059968	52987	260178	104228
1480059978	53039	260709	104420
1480059988	53151	261258	104593
1480059998	53279	261756	104871
1480060008	53400	262272	104993
1480060018	53554	262812	105272
1480060028	53649	263170	105521
1480060039	53693	263391	105667
1480060048	53693	263760	105687
1480060058	53837	264189	105926
1480060068	53946	264597	106197
1480060078	54053	265124	106446
1480060088	54165	265623	106589
1480060098	54207	266115	106858
1480060108	54303	266576	107043
1480060118	54344	267082	107233
1480060128	54435	267596	107468
1480060138	54535	267842	107562
1480060148	54613	268293	107774
1480060158	54649	268793	107980
1480060168	54807	269362	108141
1480060178	54890	269957	108315
1480060188	55005	270445	108501
